date,product_id,product_name,qty_sold,is_weekend,is_holiday,holiday_window,rainfall_mm
2023-04-24,P001,Selai Stroberi (250g),82,0,0,H+1,4.0
2023-04-24,P002,Strawberry Cake (loyang),27,0,0,H+1,4.0
2023-04-24,P003,Jus Stroberi Segar (cup),162,0,0,H+1,4.0
2023-04-25,P001,Selai Stroberi (250g),60,0,0,H+2,4.7
2023-04-25,P002,Strawberry Cake (loyang),23,0,0,H+2,4.7
2023-04-25,P003,Jus Stroberi Segar (cup),133,0,0,H+2,4.7
2023-04-26,P001,Selai Stroberi (250g),32,0,0,---,3.7
2023-04-26,P002,Strawberry Cake (loyang),14,0,0,---,3.7
2023-04-26,P003,Jus Stroberi Segar (cup),85,0,0,---,3.7
2023-04-27,P001,Selai Stroberi (250g),34,0,0,---,7.0
2023-04-27,P002,Strawberry Cake (loyang),17,0,0,---,7.0
2023-04-27,P003,Jus Stroberi Segar (cup),83,0,0,---,7.0
2023-04-28,P001,Selai Stroberi (250g),47,0,0,---,9.7
2023-04-28,P002,Strawberry Cake (loyang),16,0,0,---,9.7
2023-04-28,P003,Jus Stroberi Segar (cup),95,0,0,---,9.7
2023-04-29,P001,Selai Stroberi (250g),76,1,0,---,0.9
2023-04-29,P002,Strawberry Cake (loyang),27,1,0,---,0.9
2023-04-29,P003,Jus Stroberi Segar (cup),146,1,0,---,0.9
2023-04-30,P001,Selai Stroberi (250g),109,1,0,H-1,6.9
2023-04-30,P002,Strawberry Cake (loyang),39,1,0,H-1,6.9
2023-04-30,P003,Jus Stroberi Segar (cup),215,1,0,H-1,6.9
2023-05-01,P001,Selai Stroberi (250g),139,0,1,H,3.5
2023-05-01,P002,Strawberry Cake (loyang),53,0,1,H,3.5
2023-05-01,P003,Jus Stroberi Segar (cup),288,0,1,H,3.5
2023-05-02,P001,Selai Stroberi (250g),76,0,0,H+1,1.2
2023-05-02,P002,Strawberry Cake (loyang),30,0,0,H+1,1.2
2023-05-02,P003,Jus Stroberi Segar (cup),172,0,0,H+1,1.2
2023-05-03,P001,Selai Stroberi (250g),57,0,0,H+2,8.6
2023-05-03,P002,Strawberry Cake (loyang),21,0,0,H+2,8.6
2023-05-03,P003,Jus Stroberi Segar (cup),122,0,0,H+2,8.6
2023-05-04,P001,Selai Stroberi (250g),29,0,0,---,21.0
2023-05-04,P002,Strawberry Cake (loyang),10,0,0,---,21.0
2023-05-04,P003,Jus Stroberi Segar (cup),63,0,0,---,21.0
2023-05-05,P001,Selai Stroberi (250g),33,0,0,---,41.1
2023-05-05,P002,Strawberry Cake (loyang),13,0,0,---,41.1
2023-05-05,P003,Jus Stroberi Segar (cup),64,0,0,---,41.1
2023-05-06,P001,Selai Stroberi (250g),67,1,0,---,27.8
2023-05-06,P002,Strawberry Cake (loyang),21,1,0,---,27.8
2023-05-06,P003,Jus Stroberi Segar (cup),100,1,0,---,27.8
2023-05-07,P001,Selai Stroberi (250g),52,1,0,---,34.2
2023-05-07,P002,Strawberry Cake (loyang),17,1,0,---,34.2
2023-05-07,P003,Jus Stroberi Segar (cup),93,1,0,---,34.2
2023-05-08,P001,Selai Stroberi (250g),31,0,0,---,39.0
2023-05-08,P002,Strawberry Cake (loyang),7,0,0,---,39.0
2023-05-08,P003,Jus Stroberi Segar (cup),42,0,0,---,39.0
2023-05-09,P001,Selai Stroberi (250g),34,0,0,---,0.5
2023-05-09,P002,Strawberry Cake (loyang),14,0,0,---,0.5
2023-05-09,P003,Jus Stroberi Segar (cup),84,0,0,---,0.5
2023-05-10,P001,Selai Stroberi (250g),42,0,0,---,2.5
2023-05-10,P002,Strawberry Cake (loyang),15,0,0,---,2.5
2023-05-10,P003,Jus Stroberi Segar (cup),69,0,0,---,2.5
